SPOT_PRICE,TRADE_DATE,TRADE_JDN
2.704,06-Nov-07,2454411
2.661,02-Nov-07,2454407
2.592,31-Oct-07,2454405
2.552,29-Oct-07,2454403
2.473,25-Oct-07,2454399
2.381,22-Oct-07,2454396
2.425,18-Oct-07,2454392
2.403,16-Oct-07,2454390
2.317,12-Oct-07,2454386
2.247,09-Oct-07,2454383
2.291,05-Oct-07,2454379
2.27,03-Oct-07,2454377
2.282,01-Oct-07,2454375
2.324,27-Sep-07,2454371
2.264,25-Sep-07,2454369
2.318,21-Sep-07,2454365
2.311,19-Sep-07,2454363
2.268,14-Sep-07,2454358
2.261,12-Sep-07,2454356
2.236,10-Sep-07,2454354
2.206,06-Sep-07,2454350
2.142,04-Sep-07,2454348
2.131,30-Aug-07,2454343
2.093,28-Aug-07,2454341
2.118,24-Aug-07,2454337
2.056,22-Aug-07,2454335
2.083,20-Aug-07,2454333
2.126,15-Aug-07,2454328
2.062,13-Aug-07,2454326
2.08,09-Aug-07,2454322
2.02,07-Aug-07,2454320
2.105,03-Aug-07,2454316
2.154,01-Aug-07,2454314
2.153,30-Jul-07,2454312
2.108,26-Jul-07,2454308
2.088,24-Jul-07,2454306
2.136,20-Jul-07,2454302
2.139,18-Jul-07,2454300
2.102,16-Jul-07,2454298
2.148,12-Jul-07,2454294
2.174,10-Jul-07,2454292
2.152,05-Jul-07,2454287
2.119,02-Jul-07,2454284
2.073,28-Jun-07,2454280
2.052,26-Jun-07,2454278
2.137,22-Jun-07,2454274
2.129,20-Jun-07,2454272
2.168,18-Jun-07,2454270
2.137,14-Jun-07,2454266
2.044,12-Jun-07,2454264
2.033,08-Jun-07,2454260
2.102,06-Jun-07,2454258
2.091,04-Jun-07,2454256
2.044,31-May-07,2454252
2.099,25-May-07,2454246
2.092,23-May-07,2454244
2.108,21-May-07,2454242
2.092,17-May-07,2454238
2.048,15-May-07,2454236
2.025,11-May-07,2454232
2.008,09-May-07,2454230
1.992,07-May-07,2454228
2.005,03-May-07,2454224
2.038,01-May-07,2454222
2.071,27-Apr-07,2454218
2.066,25-Apr-07,2454216
2.027,20-Apr-07,2454211
2.004,18-Apr-07,2454209
3.184,30-Jan-13,2456323
3.106,28-Jan-13,2456321
3.138,24-Jan-13,2456317
3.119,22-Jan-13,2456315
3.059,16-Jan-13,2456309
3.131,14-Jan-13,2456307
3.065,10-Jan-13,2456303
3.088,08-Jan-13,2456301
2.991,04-Jan-13,2456297
2.993,02-Jan-13,2456295
2.974,28-Dec-12,2456290
3.034,26-Dec-12,2456288
3.017,21-Dec-12,2456283
2.9,18-Dec-12,2456280
2.901,14-Dec-12,2456276
2.908,12-Dec-12,2456274
2.859,10-Dec-12,2456272
2.863,11-Jul-12,2456120
2.823,09-Jul-12,2456118
2.825,05-Jul-12,2456114
2.749,02-Jul-12,2456111
2.633,28-Jun-12,2456107
2.658,26-Jun-12,2456105
2.627,22-Jun-12,2456101
2.646,20-Jun-12,2456099
2.691,18-Jun-12,2456097
2.706,14-Jun-12,2456093
2.669,12-Jun-12,2456091
2.7,07-Jun-12,2456086
2.727,06-Jun-12,2456085
2.673,04-Jun-12,2456083
2.753,31-May-12,2456079
2.876,25-May-12,2456073
2.864,23-May-12,2456071
2.918,21-May-12,2456069
2.893,17-May-12,2456065
2.988,15-May-12,2456063
3.023,11-May-12,2456059
3.048,09-May-12,2456057
3.045,07-May-12,2456055
3.153,03-May-12,2456051
3.244,01-May-12,2456049
3.239,27-Apr-12,2456045
3.228,25-Apr-12,2456043
3.201,20-Apr-12,2456038
3.216,18-Apr-12,2456036
3.22,16-Apr-12,2456034
3.24,12-Apr-12,2456030
3.158,10-Apr-12,2456028
3.224,05-Apr-12,2456023
3.302,03-Apr-12,2456021
3.242,30-Mar-12,2456017
3.275,28-Mar-12,2456015
3.269,26-Mar-12,2456013
3.203,22-Mar-12,2456009
3.263,20-Mar-12,2456007
3.246,15-Mar-12,2456002
3.298,13-Mar-12,2456000
3.294,09-Mar-12,2455996
3.236,07-Mar-12,2455994
3.22,05-Mar-12,2455992
3.273,01-Mar-12,2455988
3.239,28-Feb-12,2455986
3.33,24-Feb-12,2455982
3.29,22-Feb-12,2455980
3.197,17-Feb-12,2455975
3.191,15-Feb-12,2455973
3.15,13-Feb-12,2455971
3.216,09-Feb-12,2455967
3.212,07-Feb-12,2455965
3.134,03-Feb-12,2455961
3.079,01-Feb-12,2455959
3.068,30-Jan-12,2455957
3.082,26-Jan-12,2455953
3.07,24-Jan-12,2455951
3.045,20-Jan-12,2455947
3.076,18-Jan-12,2455945
3.1,12-Jan-12,2455939
3.168,10-Jan-12,2455937
3.102,06-Jan-12,2455933
3.1,04-Jan-12,2455931
2.917,30-Dec-11,2455926
2.891,28-Dec-11,2455924
2.885,23-Dec-11,2455919
2.874,21-Dec-11,2455917
2.768,16-Dec-11,2455912
2.761,14-Dec-11,2455910
2.824,12-Dec-11,2455908
2.867,08-Dec-11,2455904
2.977,06-Dec-11,2455902
2.969,01-Dec-11,2455897
2.991,29-Nov-11,2455895
2.914,25-Nov-11,2455891
3.005,22-Nov-11,2455888
3.019,18-Nov-11,2455884
3.156,15-Nov-11,2455881
3.178,11-Nov-11,2455877
3.095,09-Nov-11,2455875
3.114,07-Nov-11,2455873
3.036,03-Nov-11,2455869
3.028,31-Oct-11,2455866
3.088,27-Oct-11,2455862
3.025,25-Oct-11,2455860
3.01,21-Oct-11,2455856
2.982,19-Oct-11,2455854
3.056,14-Oct-11,2455849
2.917,12-Oct-11,2455847
2.911,10-Oct-11,2455845
2.916,06-Oct-11,2455841
2.815,03-Oct-11,2455838
2.894,29-Sep-11,2455834
2.928,27-Sep-11,2455832
2.827,23-Sep-11,2455828
2.919,21-Sep-11,2455826
2.938,19-Sep-11,2455824
3.019,15-Sep-11,2455820
2.922,13-Sep-11,2455818
3.018,08-Sep-11,2455813
3.043,06-Sep-11,2455811
3.088,01-Sep-11,2455806
3.109,30-Aug-11,2455804
3.059,26-Aug-11,2455800
3.018,24-Aug-11,2455798
2.977,22-Aug-11,2455796
2.935,18-Aug-11,2455792
1.318,22-Apr-09,2454944
1.332,20-Apr-09,2454942
1.421,16-Apr-09,2454938
1.4,14-Apr-09,2454936
1.424,09-Apr-09,2454931
1.39,07-Apr-09,2454929
1.436,03-Apr-09,2454925
1.336,01-Apr-09,2454923
1.336,30-Mar-09,2454921
1.47,26-Mar-09,2454917
1.462,24-Mar-09,2454915
1.342,20-Mar-09,2454911
1.225,17-Mar-09,2454908
1.17,13-Mar-09,2454904
1.111,11-Mar-09,2454902
1.194,09-Mar-09,2454900
1.134,05-Mar-09,2454896
1.156,03-Mar-09,2454894
1.265,27-Feb-09,2454890
1.233,25-Feb-09,2454888
1.169,23-Feb-09,2454886
1.195,19-Feb-09,2454882
1.162,17-Feb-09,2454880
1.303,12-Feb-09,2454875
1.322,09-Feb-09,2454872
1.35,05-Feb-09,2454868
1.315,04-Feb-09,2454867
1.35,02-Feb-09,2454865
1.397,29-Jan-09,2454861
1.357,27-Jan-09,2454859
1.312,22-Jan-09,2454854
1.398,20-Jan-09,2454852
1.485,15-Jan-09,2454847
1.548,13-Jan-09,2454845
1.52,09-Jan-09,2454841
1.588,07-Jan-09,2454839
1.586,05-Jan-09,2454837
1.32,31-Dec-08,2454832
1.326,29-Dec-08,2454830
1.262,24-Dec-08,2454825
1.371,19-Dec-08,2454820
1.35,17-Dec-08,2454818
1.315,15-Dec-08,2454816
1.346,11-Dec-08,2454812
1.349,09-Dec-08,2454810
1.491,04-Dec-08,2454805
1.604,02-Dec-08,2454803
1.76,28-Nov-08,2454799
1.709,25-Nov-08,2454796
1.711,21-Nov-08,2454792
1.772,19-Nov-08,2454790
1.857,14-Nov-08,2454785
1.851,12-Nov-08,2454783
2.059,10-Nov-08,2454781
1.985,06-Nov-08,2454777
1.993,03-Nov-08,2454774
1.999,30-Oct-08,2454770
1.98,28-Oct-08,2454768
2.023,24-Oct-08,2454764
2.085,22-Oct-08,2454762
2.193,17-Oct-08,2454757
2.232,15-Oct-08,2454755
2.452,13-Oct-08,2454753
2.456,09-Oct-08,2454749
2.575,07-Oct-08,2454747
2.796,02-Oct-08,2454742
3.022,30-Sep-08,2454740
3.12,26-Sep-08,2454736
3.295,24-Sep-08,2454734
3.33,22-Sep-08,2454732
3.177,18-Sep-08,2454728
3.97,16-Sep-08,2454726
4.814,12-Sep-08,2454722
3.114,10-Sep-08,2454720
3.231,08-Sep-08,2454718
3.192,04-Sep-08,2454714
3.252,02-Sep-08,2454712
3.304,28-Aug-08,2454707
3.359,26-Aug-08,2454705
3.369,21-Aug-08,2454700
3.189,19-Aug-08,2454698
3.171,15-Aug-08,2454694
3.165,13-Aug-08,2454692
3.148,11-Aug-08,2454690
3.329,07-Aug-08,2454686
3.377,05-Aug-08,2454684
3.53,01-Aug-08,2454680
0.519,22-Jan-93,2449010
0.512,20-Jan-93,2449008
0.527,18-Jan-93,2449006
0.526,14-Jan-93,2449002
0.517,12-Jan-93,2449000
0.534,08-Jan-93,2448996
0.539,06-Jan-93,2448994
0.545,04-Jan-93,2448992
0.565,31-Dec-92,2448988
0.566,28-Dec-92,2448985
0.577,23-Dec-92,2448980
0.555,21-Dec-92,2448978
0.544,17-Dec-92,2448974
0.518,15-Dec-92,2448972
0.531,11-Dec-92,2448968
0.527,09-Dec-92,2448966
0.532,07-Dec-92,2448964
0.524,03-Dec-92,2448960
0.542,01-Dec-92,2448958
0.558,27-Nov-92,2448954
0.55,24-Nov-92,2448951
0.559,20-Nov-92,2448947
0.566,17-Nov-92,2448944
0.56,13-Nov-92,2448940
0.565,11-Nov-92,2448938
0.569,09-Nov-92,2448936
0.571,05-Nov-92,2448932
0.573,03-Nov-92,2448930
0.581,30-Oct-92,2448926
0.603,28-Oct-92,2448924
0.605,26-Oct-92,2448922
0.608,22-Oct-92,2448918
0.623,20-Oct-92,2448916
0.629,16-Oct-92,2448912
0.634,13-Oct-92,2448909
0.648,09-Oct-92,2448905
0.63,07-Oct-92,2448903
0.629,05-Oct-92,2448901
0.632,01-Oct-92,2448897
0.634,29-Sep-92,2448895
0.628,25-Sep-92,2448891
0.641,23-Sep-92,2448889
0.622,21-Sep-92,2448887
0.623,17-Sep-92,2448883
0.624,15-Sep-92,2448881
0.624,11-Sep-92,2448877
0.617,09-Sep-92,2448875
0.615,08-Sep-92,2448874
0.607,04-Sep-92,2448870
0.605,02-Sep-92,2448868
0.615,31-Aug-92,2448866
0.594,27-Aug-92,2448862
0.584,25-Aug-92,2448860
0.582,21-Aug-92,2448856
0.585,19-Aug-92,2448854
0.596,17-Aug-92,2448852
0.589,13-Aug-92,2448848
0.573,11-Aug-92,2448846
0.587,07-Aug-92,2448842
0.585,05-Aug-92,2448840
0.598,03-Aug-92,2448838
0.611,30-Jul-92,2448834
0.628,28-Jul-92,2448832
0.632,24-Jul-92,2448828
0.618,22-Jul-92,2448826
0.615,20-Jul-92,2448824
0.607,16-Jul-92,2448820
0.604,14-Jul-92,2448818
0.603,10-Jul-92,2448814
0.592,08-Jul-92,2448812
0.604,06-Jul-92,2448810
0.613,03-Jul-92,2448807
0.606,01-Jul-92,2448805
0.625,29-Jun-92,2448803
0.633,25-Jun-92,2448799
0.624,23-Jun-92,2448797
0.613,19-Jun-92,2448793
0.609,17-Jun-92,2448791
0.609,15-Jun-92,2448789
0.61,11-Jun-92,2448785
0.602,09-Jun-92,2448783
0.617,05-Jun-92,2448779
0.609,03-Jun-92,2448777
0.607,01-Jun-92,2448775
0.602,28-May-92,2448771
0.599,26-May-92,2448769
0.562,21-May-92,2448764
0.564,19-May-92,2448762
0.573,15-May-92,2448758
0.576,13-May-92,2448756
0.591,11-May-92,2448754
0.583,07-May-92,2448750
0.577,06-May-92,2448749
0.579,04-May-92,2448747
0.565,30-Apr-92,2448743
0.548,28-Apr-92,2448741
0.539,24-Apr-92,2448737
0.544,22-Apr-92,2448735
0.553,20-Apr-92,2448733
0.54,15-Apr-92,2448728
0.536,13-Apr-92,2448726
0.536,09-Apr-92,2448722
0.543,07-Apr-92,2448720
0.538,03-Apr-92,2448716
0.526,01-Apr-92,2448714
0.502,30-Mar-92,2448712
0.507,26-Mar-92,2448708
0.515,24-Mar-92,2448706
0.517,20-Mar-92,2448702
0.521,18-Mar-92,2448700
0.528,16-Mar-92,2448698
0.513,12-Mar-92,2448694
0.51,10-Mar-92,2448692
0.506,09-Mar-92,2448691
0.514,05-Mar-92,2448687
0.514,03-Mar-92,2448685
0.519,28-Feb-92,2448681
0.513,26-Feb-92,2448679
0.52,24-Feb-92,2448677
0.532,20-Feb-92,2448673
0.522,18-Feb-92,2448671
0.554,14-Feb-92,2448667
0.563,12-Feb-92,2448665
0.574,10-Feb-92,2448663
0.559,06-Feb-92,2448659
0.56,04-Feb-92,2448657
0.536,31-Jan-92,2448653
0.534,29-Jan-92,2448651
0.543,27-Jan-92,2448649
0.52,23-Jan-92,2448645
0.515,22-Jan-92,2448644
0.531,20-Jan-92,2448642
0.525,16-Jan-92,2448638
0.501,14-Jan-92,2448636
0.484,10-Jan-92,2448632
0.456,08-Jan-92,2448630
0.485,06-Jan-92,2448628
0.486,02-Jan-92,2448624
0.47,30-Dec-91,2448621
0.474,26-Dec-91,2448617
0.49,23-Dec-91,2448614
0.508,19-Dec-91,2448610
0.527,17-Dec-91,2448608
0.54,13-Dec-91,2448604
0.578,23-Jul-91,2448461
0.593,19-Jul-91,2448457
0.6,17-Jul-91,2448455
0.592,15-Jul-91,2448453
0.583,11-Jul-91,2448449
0.574,09-Jul-91,2448447
0.571,05-Jul-91,2448443
0.565,03-Jul-91,2448441
0.565,01-Jul-91,2448439
0.554,27-Jun-91,2448435
0.54,25-Jun-91,2448433
0.541,24-Jun-91,2448432
0.549,20-Jun-91,2448428
0.54,18-Jun-91,2448426
0.543,14-Jun-91,2448422
0.547,12-Jun-91,2448420
0.534,10-Jun-91,2448418
0.551,06-Jun-91,2448414
0.564,04-Jun-91,2448412
0.578,31-May-91,2448408
0.57,29-May-91,2448406
0.573,24-May-91,2448401
0.574,22-May-91,2448399
0.577,20-May-91,2448397
0.575,16-May-91,2448393
0.563,14-May-91,2448391
0.567,10-May-91,2448387
0.563,08-May-91,2448385
0.562,06-May-91,2448383
0.549,02-May-91,2448379
0.534,30-Apr-91,2448377
0.554,26-Apr-91,2448373
0.563,24-Apr-91,2448371
0.569,22-Apr-91,2448369
0.55,18-Apr-91,2448365
0.557,17-Apr-91,2448364
0.57,15-Apr-91,2448362
0.555,11-Apr-91,2448358
0.552,09-Apr-91,2448356
0.545,05-Apr-91,2448352
0.529,03-Apr-91,2448350
0.536,01-Apr-91,2448348
0.549,27-Mar-91,2448343
0.552,25-Mar-91,2448341
0.572,21-Mar-91,2448337
0.573,19-Mar-91,2448335
0.552,15-Mar-91,2448331
0.563,13-Mar-91,2448329
0.548,11-Mar-91,2448327
0.557,07-Mar-91,2448323
0.571,05-Mar-91,2448321
0.543,01-Mar-91,2448317
0.547,28-Feb-91,2448316
0.565,26-Feb-91,2448314
0.577,22-Feb-91,2448310
0.645,20-Feb-91,2448308
0.626,18-Feb-91,2448306
0.66,14-Feb-91,2448302
0.718,12-Feb-91,2448300
0.693,08-Feb-91,2448296
0.695,06-Feb-91,2448294
0.647,04-Feb-91,2448292
0.661,31-Jan-91,2448288
0.705,29-Jan-91,2448286
0.694,25-Jan-91,2448282
0.714,23-Jan-91,2448280
0.668,21-Jan-91,2448278
0.63,17-Jan-91,2448274
0.882,15-Jan-91,2448272
0.799,11-Jan-91,2448268
0.791,09-Jan-91,2448266
0.774,07-Jan-91,2448264
0.73,03-Jan-91,2448260
0.773,02-Jan-91,2448259
0.814,28-Dec-90,2448254
0.82,26-Dec-90,2448252
0.797,21-Dec-90,2448247
0.778,19-Dec-90,2448245
0.751,14-Dec-90,2448240
0.737,12-Dec-90,2448238
0.82,10-Dec-90,2448236
0.83,06-Dec-90,2448232
0.882,04-Dec-90,2448230
0.914,30-Nov-90,2448226
0.967,28-Nov-90,2448224
0.972,26-Nov-90,2448222
0.89,20-Nov-90,2448216
0.897,16-Nov-90,2448212
0.962,14-Nov-90,2448210
0.98,12-Nov-90,2448208
1.088,08-Nov-90,2448204
0.989,06-Nov-90,2448202
1.009,02-Nov-90,2448198
1.113,30-Oct-90,2448195
1.073,26-Oct-90,2448191
0.991,24-Oct-90,2448189
0.895,22-Oct-90,2448187
1.145,18-Oct-90,2448183
1.393,15-Oct-90,2448180
1.401,11-Oct-90,2448176
1.387,09-Oct-90,2448174
1.327,05-Oct-90,2448170
1.22,03-Oct-90,2448168
1.24,01-Oct-90,2448166
1.239,27-Sep-90,2448162
1.187,25-Sep-90,2448160
1.001,20-Sep-90,2448155
0.955,18-Sep-90,2448153
0.918,14-Sep-90,2448149
0.904,12-Sep-90,2448147
0.938,10-Sep-90,2448145
0.95,06-Sep-90,2448141
0.881,05-Sep-90,2448140
0.814,31-Aug-90,2448135
0.789,29-Aug-90,2448133
0.842,27-Aug-90,2448131
1.058,23-Aug-90,2448127
0.87,21-Aug-90,2448125
0.827,17-Aug-90,2448121
0.751,15-Aug-90,2448119
0.769,13-Aug-90,2448117
0.69,09-Aug-90,2448113
0.774,07-Aug-90,2448111
0.64,03-Aug-90,2448107
0.596,01-Aug-90,2448105
0.571,30-Jul-90,2448103
0.561,26-Jul-90,2448099
0.561,24-Jul-90,2448097
0.549,20-Jul-90,2448093
0.554,18-Jul-90,2448091
0.556,16-Jul-90,2448089
0.547,12-Jul-90,2448085
0.496,10-Jul-90,2448083
0.488,06-Jul-90,2448079
0.492,05-Jul-90,2448078
0.497,02-Jul-90,2448075
0.504,28-Jun-90,2448071
0.496,26-Jun-90,2448069
0.5,22-Jun-90,2448065
0.492,20-Jun-90,2448063
0.493,18-Jun-90,2448061
0.542,25-Aug-97,2450686
0.547,21-Aug-97,2450682
0.565,19-Aug-97,2450680
0.559,15-Aug-97,2450676
0.567,13-Aug-97,2450674
0.55,11-Aug-97,2450672
0.561,07-Aug-97,2450668
0.588,05-Aug-97,2450666
0.568,01-Aug-97,2450662
0.567,30-Jul-97,2450660
0.549,28-Jul-97,2450658
0.537,24-Jul-97,2450654
0.533,22-Jul-97,2450652
0.522,18-Jul-97,2450648
0.528,16-Jul-97,2450646
0.514,14-Jul-97,2450644
0.519,10-Jul-97,2450640
0.531,08-Jul-97,2450638
0.529,03-Jul-97,2450633
0.549,01-Jul-97,2450631
0.534,27-Jun-97,2450627
0.534,25-Jun-97,2450625
0.521,23-Jun-97,2450623
0.517,19-Jun-97,2450619
0.524,17-Jun-97,2450617
0.513,13-Jun-97,2450613
0.511,11-Jun-97,2450611
0.509,09-Jun-97,2450609
0.509,06-Jun-97,2450606
0.535,04-Jun-97,2450604
0.556,02-Jun-97,2450602
0.557,29-May-97,2450598
0.546,27-May-97,2450596
0.569,22-May-97,2450591
0.563,20-May-97,2450589
0.573,16-May-97,2450585
0.553,14-May-97,2450583
0.558,12-May-97,2450581
0.535,08-May-97,2450577
0.527,06-May-97,2450575
0.519,02-May-97,2450571
0.538,30-Apr-97,2450569
0.528,28-Apr-97,2450567
0.532,24-Apr-97,2450563
0.525,22-Apr-97,2450561
0.538,18-Apr-97,2450557
0.531,16-Apr-97,2450555
0.553,14-Apr-97,2450553
0.558,10-Apr-97,2450549
0.542,08-Apr-97,2450547
0.544,04-Apr-97,2450543
0.541,03-Apr-97,2450542
0.547,01-Apr-97,2450540
0.559,27-Mar-97,2450535
0.571,25-Mar-97,2450533
0.565,21-Mar-97,2450529
0.567,19-Mar-97,2450527
0.559,17-Mar-97,2450525
0.569,13-Mar-97,2450521
0.545,11-Mar-97,2450519
0.555,07-Mar-97,2450515
0.533,05-Mar-97,2450513
0.548,03-Mar-97,2450511
0.582,27-Feb-97,2450507
0.587,25-Feb-97,2450505
0.595,21-Feb-97,2450501
0.61,19-Feb-97,2450499
0.644,14-Feb-97,2450494
0.652,12-Feb-97,2450492
0.639,10-Feb-97,2450490
0.626,06-Feb-97,2450486
0.673,04-Feb-97,2450484
0.667,03-Feb-97,2450483
0.722,30-Jan-97,2450479
0.67,28-Jan-97,2450477
0.656,24-Jan-97,2450473
0.653,22-Jan-97,2450471
0.642,20-Jan-97,2450469
0.671,16-Jan-97,2450465
0.664,14-Jan-97,2450463
0.692,10-Jan-97,2450459
0.705,08-Jan-97,2450457
0.715,06-Jan-97,2450455
0.707,02-Jan-97,2450451
0.661,30-Dec-96,2450448
0.648,26-Dec-96,2450444
0.659,23-Dec-96,2450441
0.687,19-Dec-96,2450437
0.714,17-Dec-96,2450435
0.698,13-Dec-96,2450431
0.677,10-Dec-96,2450428
0.737,06-Dec-96,2450424
0.727,04-Dec-96,2450422
0.729,02-Dec-96,2450420
0.713,27-Nov-96,2450415
0.714,25-Nov-96,2450413
0.726,21-Nov-96,2450409
0.724,19-Nov-96,2450407
0.724,15-Nov-96,2450403
0.708,13-Nov-96,2450401
0.677,11-Nov-96,2450399
0.652,06-Nov-96,2450394
0.661,04-Nov-96,2450392
0.652,31-Oct-96,2450388
0.672,29-Oct-96,2450386
0.688,25-Oct-96,2450382
0.688,23-Oct-96,2450380
0.715,21-Oct-96,2450378
0.706,17-Oct-96,2450374
0.712,15-Oct-96,2450372
0.697,11-Oct-96,2450368
0.746,08-Oct-96,2450365
0.728,04-Oct-96,2450361
0.701,02-Oct-96,2450359
0.691,30-Sep-96,2450357
0.696,26-Sep-96,2450353
0.693,24-Sep-96,2450351
0.675,20-Sep-96,2450347
0.685,18-Sep-96,2450345
0.664,16-Sep-96,2450343
0.703,12-Sep-96,2450339
0.678,10-Sep-96,2450337
0.678,06-Sep-96,2450333
0.668,05-Sep-96,2450332
0.669,03-Sep-96,2450330
0.649,29-Aug-96,2450325
0.625,27-Aug-96,2450323
0.635,23-Aug-96,2450319
0.627,21-Aug-96,2450317
0.647,19-Aug-96,2450315
0.616,15-Aug-96,2450311
0.614,13-Aug-96,2450309
0.594,09-Aug-96,2450305
0.583,07-Aug-96,2450303
0.584,05-Aug-96,2450301
0.387,06-Aug-98,2451032
0.373,04-Aug-98,2451030
0.373,31-Jul-98,2451026
0.369,29-Jul-98,2451024
0.377,27-Jul-98,2451022
0.376,23-Jul-98,2451018
0.374,21-Jul-98,2451016
0.391,17-Jul-98,2451012
0.41,15-Jul-98,2451010
0.396,13-Jul-98,2451008
0.386,09-Jul-98,2451004
0.391,07-Jul-98,2451002
0.387,06-Jul-98,2451001
0.401,01-Jul-98,2450996
0.393,29-Jun-98,2450994
0.389,25-Jun-98,2450990
0.415,23-Jun-98,2450988
0.377,19-Jun-98,2450984
0.378,17-Jun-98,2450982
0.377,15-Jun-98,2450980
0.38,11-Jun-98,2450976
0.381,09-Jun-98,2450974
0.393,05-Jun-98,2450970
0.396,03-Jun-98,2450968
0.403,01-Jun-98,2450966
0.388,28-May-98,2450962
0.395,26-May-98,2450960
0.409,21-May-98,2450955
0.403,19-May-98,2450953
0.411,15-May-98,2450949
0.422,13-May-98,2450947
0.423,11-May-98,2450945
0.428,07-May-98,2450941
0.432,06-May-98,2450940
0.446,04-May-98,2450938
0.439,30-Apr-98,2450934
0.439,28-Apr-98,2450932
0.423,24-Apr-98,2450928
0.428,22-Apr-98,2450926
0.43,20-Apr-98,2450924
0.447,16-Apr-98,2450920
0.414,14-Apr-98,2450918
0.415,09-Apr-98,2450913
0.413,07-Apr-98,2450911
0.423,03-Apr-98,2450907
0.425,01-Apr-98,2450905
0.425,30-Mar-98,2450903
0.444,26-Mar-98,2450899
0.427,24-Mar-98,2450897
0.398,20-Mar-98,2450893
0.404,18-Mar-98,2450891
0.372,16-Mar-98,2450889
0.388,12-Mar-98,2450885
0.406,10-Mar-98,2450883
0.416,06-Mar-98,2450879
0.425,05-Mar-98,2450878
0.426,03-Mar-98,2450876
0.431,27-Feb-98,2450872
0.433,25-Feb-98,2450870
0.428,23-Feb-98,2450868
0.45,19-Feb-98,2450864
0.436,17-Feb-98,2450862
0.447,12-Feb-98,2450857
0.453,10-Feb-98,2450855
0.461,06-Feb-98,2450851
0.461,04-Feb-98,2450849
0.487,02-Feb-98,2450847
0.509,29-Jan-98,2450843
0.483,27-Jan-98,2450841
0.453,23-Jan-98,2450837
0.463,21-Jan-98,2450835
1.583,07-Apr-05,2453468
1.679,05-Apr-05,2453466
1.739,01-Apr-05,2453462
1.603,30-Mar-05,2453460
1.584,28-Mar-05,2453458
1.608,23-Mar-05,2453453
1.626,21-Mar-05,2453451
1.598,17-Mar-05,2453447
1.562,15-Mar-05,2453445
1.559,11-Mar-05,2453441
1.519,09-Mar-05,2453439
1.488,07-Mar-05,2453437
1.487,03-Mar-05,2453433
1.488,01-Mar-05,2453431
1.463,25-Feb-05,2453427
1.436,22-Feb-05,2453424
1.334,17-Feb-05,2453419
1.294,15-Feb-05,2453417
1.303,11-Feb-05,2453413
1.269,09-Feb-05,2453411
1.205,07-Feb-05,2453409
1.246,03-Feb-05,2453405
1.305,01-Feb-05,2453403
1.33,28-Jan-05,2453399
1.429,26-Jan-05,2453397
1.429,24-Jan-05,2453395
1.364,20-Jan-05,2453391
1.365,18-Jan-05,2453389
1.327,12-Jan-05,2453383
1.299,10-Jan-05,2453381
1.29,06-Jan-05,2453377
1.198,04-Jan-05,2453375
1.21,30-Dec-04,2453370
1.161,28-Dec-04,2453368
1.283,23-Dec-04,2453363
1.302,21-Dec-04,2453361
1.317,16-Dec-04,2453356
1.263,14-Dec-04,2453354
1.134,10-Dec-04,2453350
1.148,08-Dec-04,2453348
1.134,06-Dec-04,2453346
1.226,01-Dec-04,2453341
1.385,29-Nov-04,2453339
1.364,23-Nov-04,2453333
1.427,19-Nov-04,2453329
1.356,17-Nov-04,2453327
1.322,12-Nov-04,2453322
1.385,10-Nov-04,2453320
1.321,08-Nov-04,2453318
1.319,04-Nov-04,2453314
1.338,02-Nov-04,2453312
1.409,28-Oct-04,2453307
1.56,26-Oct-04,2453305
1.592,22-Oct-04,2453301
1.566,20-Oct-04,2453299
1.55,18-Oct-04,2453297
1.558,13-Oct-04,2453292
1.507,11-Oct-04,2453290
1.473,07-Oct-04,2453286
1.49,05-Oct-04,2453284
1.513,01-Oct-04,2453280
1.51,29-Sep-04,2453278
1.494,27-Sep-04,2453276
1.443,23-Sep-04,2453272
1.371,20-Sep-04,2453269
1.353,16-Sep-04,2453265
1.334,14-Sep-04,2453263
1.233,10-Sep-04,2453259
1.253,08-Sep-04,2453257
1.257,03-Sep-04,2453252
1.252,01-Sep-04,2453250
1.2,30-Aug-04,2453248
1.2,26-Aug-04,2453244
1.252,24-Aug-04,2453242
1.271,20-Aug-04,2453238
1.259,18-Aug-04,2453236
1.239,16-Aug-04,2453234
1.189,11-Aug-04,2453229
1.224,09-Aug-04,2453227
1.222,05-Aug-04,2453223
1.225,03-Aug-04,2453221
1.218,30-Jul-04,2453217
1.194,28-Jul-04,2453215
1.174,26-Jul-04,2453213
1.17,22-Jul-04,2453209
1.115,20-Jul-04,2453207
1.132,16-Jul-04,2453203
1.126,14-Jul-04,2453201
1.088,12-Jul-04,2453199
1.124,07-Jul-04,2453194
1.127,02-Jul-04,2453189
1.063,30-Jun-04,2453187
1.043,28-Jun-04,2453185
1.066,24-Jun-04,2453181
1.044,22-Jun-04,2453179
1.047,18-Jun-04,2453175
1.012,16-Jun-04,2453173
1.007,14-Jun-04,2453171
1.007,09-Jun-04,2453166
1.024,07-Jun-04,2453164
1.023,03-Jun-04,2453160
1.071,01-Jun-04,2453158
0.989,27-May-04,2453153
1.06,25-May-04,2453151
1.054,21-May-04,2453147
1.112,18-May-04,2453144
1.185,14-May-04,2453140
1.149,12-May-04,2453138
1.106,10-May-04,2453136
1.081,06-May-04,2453132
1.058,04-May-04,2453130
