SPOT_PRICE,TRADE_DATE,TRADE_JDN
2.849,29-May-14,2456807
2.889,22-May-14,2456800
2.876,19-May-14,2456797
2.893,13-May-14,2456791
2.858,07-May-14,2456785
2.854,01-May-14,2456779
2.878,28-Apr-14,2456776
2.952,22-Apr-14,2456770
2.919,15-Apr-14,2456763
2.89,09-Apr-14,2456757
2.847,04-Apr-14,2456752
2.861,31-Mar-14,2456748
2.839,25-Mar-14,2456742
2.817,19-Mar-14,2456736
2.868,13-Mar-14,2456730
2.939,10-Mar-14,2456727
2.993,04-Mar-14,2456721
2.996,26-Feb-14,2456715
3.074,20-Feb-14,2456709
3.007,13-Feb-14,2456702
2.942,07-Feb-14,2456696
2.856,04-Feb-14,2456693
2.96,29-Jan-14,2456687
3.001,23-Jan-14,2456681
2.924,17-Jan-14,2456675
2.887,13-Jan-14,2456671
2.92,07-Jan-14,2456665
3.014,31-Dec-13,2456658
3.006,23-Dec-13,2456650
2.935,11-Dec-13,2456638
2.956,02-Dec-13,2456629
2.906,21-Nov-13,2456618
2.746,12-Nov-13,2456609
2.813,01-Nov-13,2456598
2.898,22-Oct-13,2456588
2.947,10-Oct-13,2456576
2.773,01-Oct-13,2456567
2.907,19-Sep-13,2456555
2.953,10-Sep-13,2456546
3.131,28-Aug-13,2456533
3.024,16-Aug-13,2456521
2.89,08-Aug-13,2456513
2.917,29-Jul-13,2456503
2.975,18-Jul-13,2456492
2.86,08-Jul-13,2456482
2.758,27-Jun-13,2456471
2.836,18-Jun-13,2456462
2.755,06-Jun-13,2456450
2.713,24-May-13,2456437
2.745,16-May-13,2456429
2.734,07-May-13,2456420
2.783,25-Apr-13,2456408
2.729,15-Apr-13,2456398
2.933,04-Apr-13,2456387
2.923,26-Mar-13,2456378
2.988,14-Mar-13,2456366
3.005,04-Mar-13,2456356
3.19,21-Feb-13,2456345
3.293,12-Feb-13,2456336
3.19,31-Jan-13,2456324
3.087,18-Jan-13,2456311
3.083,09-Jan-13,2456302
3.056,27-Dec-12,2456289
2.871,17-Dec-12,2456279
2.901,06-Dec-12,2456268
3,03-Dec-12,2456265
2.975,28-Nov-12,2456260
3.046,21-Nov-12,2456253
2.914,15-Nov-12,2456247
2.942,09-Nov-12,2456241
2.888,05-Nov-12,2456237
2.975,30-Oct-12,2456231
2.995,24-Oct-12,2456225
3.162,18-Oct-12,2456219
3.208,12-Oct-12,2456213
3.159,08-Oct-12,2456209
3.138,02-Oct-12,2456203
3.134,26-Sep-12,2456197
3.165,21-Sep-12,2456192
3.183,17-Sep-12,2456188
3.257,11-Sep-12,2456182
3.21,05-Sep-12,2456176
3.258,30-Aug-12,2456170
3.205,24-Aug-12,2456164
3.162,20-Aug-12,2456160
3.149,14-Aug-12,2456154
3.123,08-Aug-12,2456148
3.033,03-Aug-12,2456143
2.948,30-Jul-12,2456139
2.903,24-Jul-12,2456133
2.936,18-Jul-12,2456127
2.851,12-Jul-12,2456121
2.827,03-Jul-12,2456112
2.6,21-Jun-12,2456100
2.661,11-Jun-12,2456090
2.787,30-May-12,2456078
2.888,22-May-12,2456070
3.038,10-May-12,2456058
3.26,30-Apr-12,2456048
3.187,19-Apr-12,2456037
3.204,09-Apr-12,2456027
3.228,29-Mar-12,2456016
3.272,19-Mar-12,2456006
3.288,08-Mar-12,2455995
3.294,27-Feb-12,2455985
3.215,16-Feb-12,2455974
3.217,06-Feb-12,2455964
3.062,25-Jan-12,2455952
3.095,13-Jan-12,2455940
3.04,03-Jan-12,2455930
2.91,22-Dec-11,2455918
2.854,13-Dec-11,2455909
2.968,02-Dec-11,2455898
2.964,21-Nov-11,2455887
3.131,10-Nov-11,2455876
3.011,01-Nov-11,2455867
3.028,20-Oct-11,2455855
2.889,11-Oct-11,2455846
2.844,30-Sep-11,2455835
2.853,22-Sep-11,2455827
2.938,12-Sep-11,2455817
3.113,31-Aug-11,2455805
2.988,19-Aug-11,2455793
2.861,09-Aug-11,2455783
3.153,01-Aug-11,2455775
3.168,21-Jul-11,2455764
3.125,11-Jul-11,2455754
2.838,27-Jun-11,2455740
2.94,21-Jun-11,2455734
3.073,15-Jun-11,2455728
0.575,01-Aug-96,2450297
0.553,30-Jul-96,2450295
0.544,26-Jul-96,2450291
0.556,24-Jul-96,2450289
0.555,22-Jul-96,2450287
0.564,18-Jul-96,2450283
0.569,16-Jul-96,2450281
0.535,20-Feb-96,2450134
0.558,15-Feb-96,2450129
0.573,13-Feb-96,2450127
0.531,09-Feb-96,2450123
0.521,07-Feb-96,2450121
0.515,05-Feb-96,2450119
0.527,01-Feb-96,2450115
0.509,30-Jan-96,2450113
0.5,26-Jan-96,2450109
0.529,24-Jan-96,2450107
0.534,22-Jan-96,2450105
0.54,18-Jan-96,2450101
0.524,16-Jan-96,2450099
0.536,12-Jan-96,2450095
0.599,10-Jan-96,2450093
0.645,08-Jan-96,2450091
0.577,04-Jan-96,2450087
0.574,03-Jan-96,2450086
0.565,29-Dec-95,2450081
0.591,27-Dec-95,2450079
0.549,21-Dec-95,2450073
0.548,19-Dec-95,2450071
0.549,15-Dec-95,2450067
0.566,13-Dec-95,2450065
0.559,11-Dec-95,2450063
0.555,07-Dec-95,2450059
0.53,05-Dec-95,2450057
0.523,01-Dec-95,2450053
0.523,29-Nov-95,2450051
0.536,27-Nov-95,2450049
0.525,21-Nov-95,2450043
0.532,17-Nov-95,2450039
0.516,14-Nov-95,2450036
0.515,10-Nov-95,2450032
0.516,08-Nov-95,2450030
0.525,06-Nov-95,2450028
0.534,02-Nov-95,2450024
0.52,31-Oct-95,2450022
0.517,27-Oct-95,2450018
0.51,25-Oct-95,2450016
0.501,23-Oct-95,2450014
0.493,19-Oct-95,2450010
0.496,17-Oct-95,2450008
0.498,13-Oct-95,2450004
0.499,11-Oct-95,2450002
0.492,06-Oct-95,2449997
0.497,04-Oct-95,2449995
0.501,02-Oct-95,2449993
0.507,28-Sep-95,2449989
0.502,26-Sep-95,2449987
0.49,22-Sep-95,2449983
0.493,21-Sep-95,2449982
0.52,19-Sep-95,2449980
0.519,15-Sep-95,2449976
0.518,13-Sep-95,2449974
0.521,11-Sep-95,2449972
0.517,07-Sep-95,2449968
0.531,05-Sep-95,2449966
0.508,31-Aug-95,2449961
0.503,29-Aug-95,2449959
0.501,25-Aug-95,2449955
0.509,23-Aug-95,2449953
0.508,21-Aug-95,2449951
0.494,17-Aug-95,2449947
0.487,15-Aug-95,2449945
0.492,11-Aug-95,2449941
0.493,09-Aug-95,2449939
0.488,07-Aug-95,2449937
0.487,03-Aug-95,2449933
0.483,01-Aug-95,2449931
0.48,28-Jul-95,2449927
0.482,27-Jul-95,2449926
0.47,25-Jul-95,2449924
0.459,21-Jul-95,2449920
0.462,19-Jul-95,2449918
0.464,17-Jul-95,2449916
0.462,13-Jul-95,2449912
0.463,11-Jul-95,2449910
0.457,07-Jul-95,2449906
0.462,05-Jul-95,2449904
0.465,30-Jun-95,2449899
0.479,28-Jun-95,2449897
0.465,26-Jun-95,2449895
0.463,22-Jun-95,2449891
0.467,20-Jun-95,2449889
0.479,16-Jun-95,2449885
0.486,14-Jun-95,2449883
0.481,12-Jun-95,2449881
0.483,08-Jun-95,2449877
0.49,06-Jun-95,2449875
0.498,02-Jun-95,2449871
0.5,31-May-95,2449869
0.496,30-May-95,2449868
0.519,25-May-95,2449863
0.536,23-May-95,2449861
0.521,19-May-95,2449857
0.515,17-May-95,2449855
0.507,15-May-95,2449853
0.499,11-May-95,2449849
0.5,09-May-95,2449847
0.515,05-May-95,2449843
0.504,03-May-95,2449841
0.516,01-May-95,2449839
0.513,27-Apr-95,2449835
0.508,25-Apr-95,2449833
0.508,21-Apr-95,2449829
0.503,19-Apr-95,2449827
0.508,17-Apr-95,2449825
0.503,12-Apr-95,2449820
0.498,10-Apr-95,2449818
0.498,06-Apr-95,2449814
0.476,04-Apr-95,2449812
0.472,31-Mar-95,2449808
0.472,29-Mar-95,2449806
0.464,27-Mar-95,2449804
0.456,23-Mar-95,2449800
0.45,21-Mar-95,2449798
0.449,20-Mar-95,2449797
0.441,16-Mar-95,2449793
0.426,14-Mar-95,2449791
0.532,21-Nov-97,2450774
0.558,17-Nov-97,2450770
0.562,12-Nov-97,2450765
0.552,06-Nov-97,2450759
0.573,31-Oct-97,2450753
0.563,27-Oct-97,2450749
0.564,21-Oct-97,2450743
0.569,16-Oct-97,2450738
0.584,10-Oct-97,2450732
0.582,06-Oct-97,2450728
0.569,30-Sep-97,2450722
0.564,25-Sep-97,2450717
0.537,19-Sep-97,2450711
0.524,15-Sep-97,2450707
0.515,10-Sep-97,2450702
0.525,04-Sep-97,2450696
0.548,28-Aug-97,2450689
0.546,22-Aug-97,2450683
0.557,12-Aug-97,2450673
0.561,31-Jul-97,2450661
0.538,23-Jul-97,2450653
0.521,11-Jul-97,2450641
0.539,30-Jun-97,2450630
0.516,20-Jun-97,2450620
0.51,10-Jun-97,2450610
0.551,28-May-97,2450597
0.567,19-May-97,2450588
0.522,07-May-97,2450576
0.541,29-Apr-97,2450568
0.536,17-Apr-97,2450556
0.55,07-Apr-97,2450546
0.553,26-Mar-97,2450534
0.57,14-Mar-97,2450522
0.548,06-Mar-97,2450514
0.571,24-Feb-97,2450504
0.64,11-Feb-97,2450491
0.7,31-Jan-97,2450480
0.633,21-Jan-97,2450470
0.668,13-Jan-97,2450462
0.687,31-Dec-96,2450449
0.706,18-Dec-96,2450436
0.71,09-Dec-96,2450427
0.713,29-Nov-96,2450417
0.715,18-Nov-96,2450406
0.663,07-Nov-96,2450395
0.688,28-Oct-96,2450385
0.727,18-Oct-96,2450375
0.723,09-Oct-96,2450366
0.694,27-Sep-96,2450354
0.667,17-Sep-96,2450344
0.671,09-Sep-96,2450336
0.624,26-Aug-96,2450322
0.635,16-Aug-96,2450312
0.576,06-Aug-96,2450302
0.556,25-Jul-96,2450290
0.559,17-Jul-96,2450282
0.565,12-Jul-96,2450277
0.552,09-Jul-96,2450274
0.541,02-Jul-96,2450267
0.538,27-Jun-96,2450262
0.511,21-Jun-96,2450256
0.532,17-Jun-96,2450252
0.508,12-Jun-96,2450247
0.512,06-Jun-96,2450241
0.516,31-May-96,2450235
0.534,28-May-96,2450232
0.53,21-May-96,2450225
0.544,16-May-96,2450220
0.576,10-May-96,2450214
0.597,06-May-96,2450210
0.568,01-May-96,2450205
0.594,25-Apr-96,2450199
0.56,19-Apr-96,2450193
0.608,16-Apr-96,2450190
0.693,10-Apr-96,2450184
0.643,04-Apr-96,2450178
0.591,29-Mar-96,2450172
0.64,25-Mar-96,2450168
0.655,20-Mar-96,2450163
0.552,14-Mar-96,2450157
0.568,11-Mar-96,2450154
0.529,05-Mar-96,2450148
0.608,28-Feb-96,2450142
0.567,23-Feb-96,2450137
0.578,14-Feb-96,2450128
0.534,02-Feb-96,2450116
0.496,25-Jan-96,2450108
0.531,15-Jan-96,2450098
0.586,02-Jan-96,2450085
0.55,22-Dec-95,2450074
0.557,12-Dec-95,2450064
0.516,30-Nov-95,2450052
0.529,20-Nov-95,2450042
0.52,09-Nov-95,2450031
0.521,30-Oct-95,2450021
0.496,18-Oct-95,2450009
0.496,10-Oct-95,2450001
0.504,27-Sep-95,2449988
0.524,18-Sep-95,2449979
0.525,06-Sep-95,2449967
0.503,28-Aug-95,2449958
0.493,16-Aug-95,2449946
0.487,04-Aug-95,2449934
0.48,26-Jul-95,2449925
0.466,14-Jul-95,2449913
0.467,06-Jul-95,2449905
0.459,23-Jun-95,2449892
0.479,13-Jun-95,2449882
0.497,05-Jun-95,2449874
0.524,22-May-95,2449860
0.504,12-May-95,2449850
0.514,02-May-95,2449840
0.504,20-Apr-95,2449828
0.508,11-Apr-95,2449819
0.471,30-Mar-95,2449807
0.45,17-Mar-95,2449794
0.428,09-Mar-95,2449786
0.457,27-Feb-95,2449776
0.455,16-Feb-95,2449765
0.487,06-Feb-95,2449755
0.459,26-Jan-95,2449744
0.462,16-Jan-95,2449734
0.491,04-Jan-95,2449722
0.501,29-Dec-94,2449716
0.473,22-Dec-94,2449709
0.482,16-Dec-94,2449703
0.492,12-Dec-94,2449699
0.482,06-Dec-94,2449693
0.499,01-Dec-94,2449688
0.522,23-Nov-94,2449680
0.496,17-Nov-94,2449674
0.522,11-Nov-94,2449668
0.519,08-Nov-94,2449665
0.527,02-Nov-94,2449659
0.522,27-Oct-94,2449653
0.519,21-Oct-94,2449647
0.507,18-Oct-94,2449644
0.479,12-Oct-94,2449638
0.508,06-Oct-94,2449632
0.512,30-Sep-94,2449626
0.484,27-Sep-94,2449623
0.484,21-Sep-94,2449617
0.466,15-Sep-94,2449611
0.492,12-Sep-94,2449608
0.506,06-Sep-94,2449602
0.493,30-Aug-94,2449595
0.489,25-Aug-94,2449590
0.477,19-Aug-94,2449584
0.49,15-Aug-94,2449580
0.5,10-Aug-94,2449575
0.525,04-Aug-94,2449569
0.515,27-Jul-94,2449561
0.505,15-Jul-94,2449549
0.488,07-Jul-94,2449541
0.509,24-Jun-94,2449528
0.485,14-Jun-94,2449518
0.469,06-Jun-94,2449510
0.474,23-May-94,2449496
0.475,11-May-94,2449484
0.458,03-May-94,2449476
0.472,21-Apr-94,2449464
0.466,13-Apr-94,2449456
0.429,30-Mar-94,2449442
0.461,18-Mar-94,2449430
0.434,10-Mar-94,2449422
0.468,25-Feb-94,2449409
0.489,14-Feb-94,2449398
0.604,02-Feb-94,2449386
0.547,25-Jan-94,2449378
0.518,13-Jan-94,2449366
0.495,05-Jan-94,2449358
0.452,22-Dec-93,2449344
0.442,10-Dec-93,2449332
0.493,30-Nov-93,2449322
0.542,18-Nov-93,2449310
0.522,09-Nov-93,2449301
0.562,28-Oct-93,2449289
0.56,18-Oct-93,2449279
0.58,11-Oct-93,2449272
0.575,29-Sep-93,2449260
0.515,16-Sep-93,2449247
0.507,08-Sep-93,2449239
0.512,26-Aug-93,2449226
0.5,16-Aug-93,2449216
0.475,06-Aug-93,2449206
0.509,27-Jul-93,2449196
0.491,19-Jul-93,2449188
0.506,06-Jul-93,2449175
0.518,25-Jun-93,2449164
1.635,22-Jul-05,2453574
1.608,18-Jul-05,2453570
1.719,12-Jul-05,2453564
1.795,06-Jul-05,2453558
1.619,30-Jun-05,2453552
1.676,24-Jun-05,2453546
1.694,20-Jun-05,2453542
1.666,14-Jun-05,2453536
1.593,08-Jun-05,2453530
1.676,03-Jun-05,2453525
1.5,27-May-05,2453518
1.408,23-May-05,2453514
1.412,18-May-05,2453509
1.45,12-May-05,2453503
1.504,06-May-05,2453497
1.515,02-May-05,2453493
1.515,27-Apr-05,2453488
1.592,21-Apr-05,2453482
1.536,15-Apr-05,2453476
1.549,11-Apr-05,2453472
1.669,31-Mar-05,2453461
1.617,18-Mar-05,2453448
1.519,10-Mar-05,2453440
1.477,28-Feb-05,2453430
1.367,16-Feb-05,2453418
1.254,04-Feb-05,2453406
1.443,25-Jan-05,2453396
1.37,14-Jan-05,2453385
1.211,05-Jan-05,2453376
1.272,22-Dec-04,2453362
1.203,13-Dec-04,2453353
1.192,02-Dec-04,2453342
1.372,18-Nov-04,2453328
1.309,09-Nov-04,2453319
1.357,01-Nov-04,2453311
1.585,21-Oct-04,2453300
1.484,12-Oct-04,2453291
1.491,30-Sep-04,2453279
1.395,21-Sep-04,2453270
1.301,09-Sep-04,2453258
1.22,27-Aug-04,2453245
1.309,19-Aug-04,2453237
1.198,10-Aug-04,2453228
1.19,29-Jul-04,2453216
1.142,19-Jul-04,2453206
1.142,08-Jul-04,2453195
1.028,29-Jun-04,2453186
1.056,17-Jun-04,2453174
1.008,04-Jun-04,2453161
1.094,24-May-04,2453150
1.156,17-May-04,2453143
1.088,05-May-04,2453131
0.984,23-Apr-04,2453119
0.979,13-Apr-04,2453109
0.884,02-Apr-04,2453098
0.975,23-Mar-04,2453088
0.946,15-Mar-04,2453080
0.926,09-Mar-04,2453074
0.97,04-Mar-04,2453069
0.983,27-Feb-04,2453063
0.914,24-Feb-04,2453060
0.99,18-Feb-04,2453054
0.916,12-Feb-04,2453048
0.879,06-Feb-04,2453042
0.937,02-Feb-04,2453038
0.974,28-Jan-04,2453033
1.066,22-Jan-04,2453027
0.942,15-Jan-04,2453020
1.027,12-Jan-04,2453017
0.982,06-Jan-04,2453011
0.877,29-Dec-03,2453003
0.867,22-Dec-03,2452996
0.867,16-Dec-03,2452990
0.849,10-Dec-03,2452984
0.883,04-Dec-03,2452978
0.83,26-Nov-03,2452970
0.859,21-Nov-03,2452965
0.841,17-Nov-03,2452961
0.83,11-Nov-03,2452955
0.811,05-Nov-03,2452949
0.796,31-Oct-03,2452944
0.8,27-Oct-03,2452940
0.821,21-Oct-03,2452934
0.863,15-Oct-03,2452928
0.801,08-Oct-03,2452921
0.742,26-Sep-03,2452909
0.728,16-Sep-03,2452899
0.751,08-Sep-03,2452891
0.82,25-Aug-03,2452877
0.809,15-Aug-03,2452867
0.846,05-Aug-03,2452857
0.775,24-Jul-03,2452845
0.783,16-Jul-03,2452837
0.768,02-Jul-03,2452823
0.737,24-Jun-03,2452815
0.751,12-Jun-03,2452803
0.746,02-Jun-03,2452793
0.732,22-May-03,2452782
0.695,12-May-03,2452772
0.677,29-Apr-03,2452759
0.818,21-Apr-03,2452751
0.747,08-Apr-03,2452738
0.755,28-Mar-03,2452727
0.814,18-Mar-03,2452717
1.073,06-Mar-03,2452705
1.106,26-Feb-03,2452697
1.037,14-Feb-03,2452685
0.978,04-Feb-03,2452675
0.869,23-Jan-03,2452663
0.877,14-Jan-03,2452654
0.879,31-Dec-02,2452640
0.85,19-Dec-02,2452628
0.744,11-Dec-02,2452620
0.74,27-Nov-02,2452606
0.68,15-Nov-02,2452594
0.703,06-Nov-02,2452585
0.714,29-Oct-02,2452577
0.811,17-Oct-02,2452565
0.814,07-Oct-02,2452555
0.834,25-Sep-02,2452543
0.801,17-Sep-02,2452535
0.773,05-Sep-02,2452523
2.19,08-Jan-10,2455205
2.165,05-Jan-10,2455202
2.076,29-Dec-09,2455195
1.919,22-Dec-09,2455188
1.987,16-Dec-09,2455182
1.894,10-Dec-09,2455176
2.006,04-Dec-09,2455170
2.004,30-Nov-09,2455166
1.964,23-Nov-09,2455159
2.032,17-Nov-09,2455153
2.002,11-Nov-09,2455147
1.998,05-Nov-09,2455141
2.01,02-Nov-09,2455138
2.038,27-Oct-09,2455132
2.085,21-Oct-09,2455126
1.997,15-Oct-09,2455120
1.869,09-Oct-09,2455114
1.781,05-Oct-09,2455110
1.699,29-Sep-09,2455104
1.761,23-Sep-09,2455098
1.819,17-Sep-09,2455092
1.726,14-Sep-09,2455089
1.743,08-Sep-09,2455083
1.745,01-Sep-09,2455076
1.847,26-Aug-09,2455070
1.912,21-Aug-09,2455065
1.891,12-Aug-09,2455056
1.883,03-Aug-09,2455047
1.779,22-Jul-09,2455035
1.583,10-Jul-09,2455023
1.781,01-Jul-09,2455014
1.757,22-Jun-09,2455005
1.831,10-Jun-09,2454993
1.672,29-May-09,2454981
1.471,18-May-09,2454970
1.467,11-May-09,2454963
1.303,29-Apr-09,2454951
1.426,17-Apr-09,2454939
1.426,06-Apr-09,2454928
1.457,25-Mar-09,2454916
1.249,18-Mar-09,2454909
1.206,06-Mar-09,2454897
1.204,24-Feb-09,2454887
1.283,11-Feb-09,2454874
1.416,30-Jan-09,2454862
1.409,23-Jan-09,2454855
1.511,12-Jan-09,2454844
1.287,30-Dec-08,2454831
1.355,18-Dec-08,2454819
1.4,08-Dec-08,2454809
1.771,26-Nov-08,2454797
1.823,17-Nov-08,2454788
2.103,05-Nov-08,2454776
1.958,27-Oct-08,2454767
2.207,16-Oct-08,2454756
2.59,06-Oct-08,2454746
2.859,29-Sep-08,2454739
3.008,17-Sep-08,2454727
3.193,05-Sep-08,2454715
3.254,25-Aug-08,2454704
3.141,18-Aug-08,2454697
3.326,06-Aug-08,2454685
0.52,18-Jun-93,2449157
0.518,14-Jun-93,2449153
0.534,09-Jun-93,2449148
0.543,03-Jun-93,2449142
0.552,28-May-93,2449136
0.545,24-May-93,2449132
0.547,18-May-93,2449126
0.544,13-May-93,2449121
0.565,07-May-93,2449115
0.56,04-May-93,2449112
0.55,27-Apr-93,2449105
0.542,22-Apr-93,2449100
0.555,16-Apr-93,2449094
0.554,12-Apr-93,2449090
0.543,06-Apr-93,2449084
0.542,31-Mar-93,2449078
0.548,26-Mar-93,2449073
0.548,22-Mar-93,2449069
0.56,16-Mar-93,2449063
0.554,11-Mar-93,2449058
0.577,05-Mar-93,2449052
0.562,02-Mar-93,2449049
0.558,24-Feb-93,2449043
0.527,18-Feb-93,2449037
0.54,12-Feb-93,2449031
0.561,08-Feb-93,2449027
0.552,02-Feb-93,2449021
0.544,27-Jan-93,2449015
0.516,21-Jan-93,2449009
0.537,11-Jan-93,2448999
0.568,29-Dec-92,2448986
0.536,16-Dec-92,2448973
0.518,08-Dec-92,2448965
0.558,25-Nov-92,2448952
0.572,16-Nov-92,2448943
0.565,04-Nov-92,2448931
0.6,27-Oct-92,2448923
0.639,15-Oct-92,2448911
0.627,06-Oct-92,2448902
0.634,24-Sep-92,2448890
0.63,16-Sep-92,2448882
0.605,03-Sep-92,2448869
0.587,26-Aug-92,2448861
0.59,14-Aug-92,2448849
0.595,06-Aug-92,2448841
0.633,27-Jul-92,2448831
0.61,15-Jul-92,2448819
0.591,07-Jul-92,2448811
0.638,24-Jun-92,2448798
0.605,16-Jun-92,2448790
0.61,04-Jun-92,2448778
0.596,27-May-92,2448770
0.57,14-May-92,2448757
0.571,01-May-92,2448744
0.54,23-Apr-92,2448736
0.543,10-Apr-92,2448723
0.524,02-Apr-92,2448715
0.522,23-Mar-92,2448705
0.525,13-Mar-92,2448695
0.506,02-Mar-92,2448684
0.531,19-Feb-92,2448672
0.562,11-Feb-92,2448664
0.525,30-Jan-92,2448652
0.528,17-Jan-92,2448639
0.465,09-Jan-92,2448631
0.475,27-Dec-91,2448618
0.537,16-Dec-91,2448607
0.528,12-Dec-91,2448603
0.547,06-Dec-91,2448597
0.601,02-Dec-91,2448593
0.598,26-Nov-91,2448587
0.617,21-Nov-91,2448582
0.658,15-Nov-91,2448576
0.662,11-Nov-91,2448572
0.709,05-Nov-91,2448566
0.684,30-Oct-91,2448560
0.678,25-Oct-91,2448555
0.688,21-Oct-91,2448551
0.678,15-Oct-91,2448545
0.663,09-Oct-91,2448539
0.649,03-Oct-91,2448533
0.641,30-Sep-91,2448530
0.641,24-Sep-91,2448524
0.627,18-Sep-91,2448518
0.626,13-Sep-91,2448513
0.627,09-Sep-91,2448509
0.635,04-Sep-91,2448504
0.652,29-Aug-91,2448498
0.634,23-Aug-91,2448492
0.674,20-Aug-91,2448489
0.607,14-Aug-91,2448483
0.599,08-Aug-91,2448477
0.602,05-Aug-91,2448474
0.601,30-Jul-91,2448468
0.59,25-Jul-91,2448463
0.591,16-Jul-91,2448454
0.578,08-Jul-91,2448446
0.543,26-Jun-91,2448434
0.541,13-Jun-91,2448421
0.552,05-Jun-91,2448413
0.579,23-May-91,2448400
0.573,15-May-91,2448392
0.554,03-May-91,2448380
0.566,23-Apr-91,2448370
0.562,12-Apr-91,2448359
0.538,02-Apr-91,2448349
0.57,22-Mar-91,2448338
0.563,12-Mar-91,2448328
0.549,27-Feb-91,2448315
0.604,19-Feb-91,2448307
0.68,07-Feb-91,2448295
0.655,30-Jan-91,2448287
0.618,18-Jan-91,2448275
0.765,08-Jan-91,2448265
0.817,27-Dec-90,2448253
0.753,17-Dec-90,2448243
0.85,05-Dec-90,2448231
0.968,27-Nov-90,2448223
0.993,13-Nov-90,2448209
1.039,01-Nov-90,2448197
0.946,23-Oct-90,2448188
1.431,12-Oct-90,2448177
1.16,02-Oct-90,2448167
1.167,24-Sep-90,2448159
0.923,13-Sep-90,2448148
0.808,30-Aug-90,2448134
0.976,22-Aug-90,2448126
0.741,10-Aug-90,2448114
0.571,31-Jul-90,2448104
0.557,19-Jul-90,2448092
0.502,11-Jul-90,2448084
0.496,27-Jun-90,2448070
0.498,15-Jun-90,2448058
1.779,23-Apr-15,2457136
1.639,07-Apr-15,2457120
1.629,18-Mar-15,2457100
1.726,02-Mar-15,2457084
1.712,10-Feb-15,2457064
1.503,23-Jan-15,2457046
1.508,05-Jan-15,2457028
1.762,15-Dec-14,2457007
2.256,25-Nov-14,2456987
2.381,06-Nov-14,2456968
2.413,20-Oct-14,2456951
2.636,01-Oct-14,2456932
2.731,12-Sep-14,2456913
2.864,26-Aug-14,2456896
2.868,07-Aug-14,2456877
2.801,21-Jul-14,2456860
0.47,20-Jan-98,2450834
0.474,14-Jan-98,2450828
0.481,08-Jan-98,2450822
0.476,05-Jan-98,2450819
0.478,29-Dec-97,2450812
0.487,22-Dec-97,2450805
0.506,16-Dec-97,2450799
0.482,10-Dec-97,2450793
0.501,05-Dec-97,2450788
0.489,01-Dec-97,2450784
